,tweet,language,likes,retweets,datetime,Subjectivity,Polarity,Analysis
55,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:56:28+00:00,0.75,0.8,Positive
56,RT @aditya_kondawar: McDonald's (Westlife) and ITC join hands for Happy Meals https://t.co/bhqalU9m2V,en,0,0,2021-11-16 19:56:03+00:00,1.0,0.8,Positive
58,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:55:13+00:00,0.75,0.8,Positive
59,RT @infostep2021: Come along to our wrap party on 2nd December and hear our keynote @SarahASmith75. We also have an evening of dancing plan…,en,0,0,2021-11-16 19:55:06+00:00,0.0,0.0,Neutral
60,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:54:56+00:00,0.5,0.0625,Positive
61,"@Salam_Support Home Plate no: ITC (Salam)  RDSHRF06080
When will come to install ...
Waiting for your reply..",en,0,0,2021-11-16 19:54:35+00:00,0.0,0.0,Neutral
62,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:54:34+00:00,0.5,0.0625,Positive
63,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:54:26+00:00,0.75,0.8,Positive
64,"RT @myfirststock99: 2 Days and look at the Performance
 
➡️Intraday

1) #Maruti 7750 &gt;&gt; 8100+ high
2) #AdanitEnt  1730 &gt;&gt; 1770
3) #LaurusLa…",en,0,0,2021-11-16 19:53:59+00:00,0.5399999999999999,0.16,Positive
65,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:53:54+00:00,0.5,0.0625,Positive
69,"RT @robdavidellis: PLS RT! 
🚨 QUICK TURNAROUND THEATRE JOB 🚨
Looking for a Stage Manager to run a show for a week at @Iristheatre in Covent…",en,0,0,2021-11-16 19:52:53+00:00,0.5,0.3333333333333333,Positive
71,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:51:56+00:00,0.5,0.0625,Positive
72,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:51:43+00:00,0.5,0.0625,Positive
73,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:51:19+00:00,0.5,0.0625,Positive
74,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:51:05+00:00,0.5,0.0625,Positive
76,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:49:20+00:00,0.75,0.8,Positive
78,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:45:36+00:00,0.75,0.8,Positive
79,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:45:27+00:00,0.5,0.0625,Positive
80,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:45:25+00:00,0.5,0.0625,Positive
81,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:45:13+00:00,0.5,0.0625,Positive
84,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:43:36+00:00,0.75,0.8,Positive
